index,pred,Preal,Prev
2020-01-12 14:00:00,915.1923,945.1,952.7883333333332
2020-01-12 15:00:00,931.0365,951.2,961.41754695
2020-01-12 16:00:00,935.24536,967.9,958.062953125
2020-01-12 17:00:00,940.02527,931.1,933.0281676666668
2020-01-12 18:00:00,949.34973,930.76,959.4147185
2020-01-12 19:00:00,1187.049,1194.55,1210.8624100000004
2020-01-12 20:00:00,1256.9395,1211.3200000000004,1224.0159
2020-01-12 21:00:00,1261.6798,1300.0299999999995,1270.191975
2020-01-12 22:00:00,1335.9741,1360.5700000000004,1247.57815
2020-01-12 23:00:00,1356.1174,1365.17,1225.0
2020-01-13 00:00:00,1340.3281,1336.3799999999997,1200.0
2020-01-13 01:00:00,1310.6954,1305.75,1196.7927491166668
2020-01-13 02:00:00,1268.7827,1221.24,1151.1837369999998
2020-01-13 03:00:00,1207.7555,1229.9599999999996,1158.95901
2020-01-13 04:00:00,1200.6775,1219.3599999999994,1113.4102387500004
2020-01-13 05:00:00,1186.6664,1201.2099999999996,1121.8185
2020-01-13 06:00:00,1132.3535,1186.9,1155.4827548333335
2020-01-13 07:00:00,993.8818,1009.42,1018.0
2020-01-13 08:00:00,1036.482,1042.1,1053.1438888888888
2020-01-13 09:00:00,1089.9625,1105.1,1108.6661111111114
2020-01-13 10:00:00,1121.0911,1137.1,1141.131111111111
2020-01-13 11:00:00,1143.4907,1155.1,1173.9955555555557
2020-01-13 12:00:00,1152.0386,1147.4,1192.6894444444445
2020-01-13 13:00:00,1145.6571,1118.1,1198.4855555555555
2020-01-13 14:00:00,1133.0527,1187.1,1184.8961111111114
2020-01-13 15:00:00,1191.5048,1214.0,1215.7955555555557
2020-01-13 16:00:00,1204.5697,1190.0,1207.55
2020-01-13 17:00:00,1154.0065,1155.0,1177.2622222222224
2020-01-13 18:00:00,1116.626,1059.4,1157.4555555555555
2020-01-13 19:00:00,1271.6198,1290.4,1363.92
2020-01-13 20:00:00,1334.72,1321.4,1387.25
2020-01-13 21:00:00,1359.3885,1359.7000000000005,1408.2744444444445
2020-01-13 22:00:00,1389.6594,1414.7,1419.137777777778
2020-01-13 23:00:00,1416.2725,1404.8000000000004,1394.381111111111
2020-01-14 00:00:00,1375.1565,1365.3,1371.8566666666668
2020-01-14 01:00:00,1322.2789,1350.9,1353.0344444444447
2020-01-14 02:00:00,1313.3308,1305.9,1318.1033333333337
2020-01-14 03:00:00,1272.1661,1317.1,1286.2933333333335
2020-01-14 04:00:00,1278.6752,1270.9999999999998,1267.7722222222224
2020-01-14 05:00:00,1245.8527,1240.3000000000004,1250.5
2020-01-14 06:00:00,1214.725,1212.8,1187.0955555555556
2020-01-14 07:00:00,1026.3944,1037.1,1054.8945
2020-01-14 08:00:00,1056.9341,1005.3,1052.2116666666668
2020-01-14 09:00:00,1052.8574,1077.4,1114.8072222222222
2020-01-14 10:00:00,1098.8234,1112.7,1145.4022222222222
2020-01-14 11:00:00,1126.2388,1109.7,1172.148888888889
2020-01-14 12:00:00,1112.831,1122.2000000000005,1175.5883333333334
2020-01-14 13:00:00,1110.0186,1080.5500000000004,1168.6922222222222
2020-01-14 14:00:00,1089.9556,1136.17,1169.935
2020-01-14 15:00:00,1141.0165,1082.8000000000004,1187.1967499999996
2020-01-14 16:00:00,1086.2408,1097.6999999999996,1164.3324749999997
2020-01-14 17:00:00,1070.7872,1072.6,1132.5283993333333
2020-01-14 18:00:00,1052.4504,1085.6,1121.961111111111
2020-01-14 19:00:00,1304.9243,1189.9,1336.422222222222
2020-01-14 20:00:00,1301.5785,1349.3,1383.9888888888888
2020-01-14 21:00:00,1372.9022,1329.0,1384.5588888888888
2020-01-14 22:00:00,1362.7035,1363.0,1391.5366666666666
2020-01-14 23:00:00,1370.29,1384.0,1355.2766666666666
2020-01-15 00:00:00,1358.2942,1344.0,1361.8322222222223
2020-01-15 01:00:00,1320.5107,1324.0,1338.2422222222224
2020-01-15 02:00:00,1297.4441,1294.0,1313.747777777778
2020-01-15 03:00:00,1258.6981,1246.0,1295.5511111111114
2020-01-15 04:00:00,1224.9766,1217.0,1276.8455555555556
2020-01-15 05:00:00,1191.8248,1216.0,1235.9333333333334
2020-01-15 06:00:00,1193.464,1198.0,1167.8766666666668
2020-01-15 07:00:00,1055.0992,996.4,990.0
2020-01-15 08:00:00,989.9977,989.74,1033.0422222222223
2020-01-15 09:00:00,1009.1996,1041.68,1105.1433333333334
2020-01-15 10:00:00,1067.5294,1070.81,1129.2900000000004
2020-01-15 11:00:00,1079.5164,1109.0799999999997,1156.824444444445
2020-01-15 12:00:00,1112.3264,1105.85,1148.9244444444444
2020-01-15 13:00:00,1101.5643,1114.24,1149.7588888888888
2020-01-15 14:00:00,1108.549,1117.37,1172.8455555555556
2020-01-15 15:00:00,1127.3123,1215.63,1182.7577777777776
2020-01-15 16:00:00,1193.1326,1160.5100000000002,1180.231111111111
2020-01-15 17:00:00,1122.1014,1120.21,1127.8911111111106
2020-01-15 18:00:00,1077.5978,1122.93,1132.2961111111106
2020-01-15 19:00:00,1303.463,1289.83,1311.8761111111107
2020-01-15 20:00:00,1330.982,1323.13,1344.417222222222
2020-01-15 21:00:00,1359.6473,1353.23,1369.9177777777777
2020-01-15 22:00:00,1385.0663,1392.23,1395.0
2020-01-15 23:00:00,1398.7543,1402.63,1352.583333333333
2020-01-16 00:00:00,1386.2678,1369.43,1331.3516666666665
2020-01-16 01:00:00,1332.577,1326.5911865234375,
2020-01-16 02:00:00,1296.3152,1292.61865234375,
2020-01-16 03:00:00,1269.3191,1275.794677734375,
2020-01-16 04:00:00,1243.129,1256.033203125,
2020-01-16 05:00:00,1237.1449,1235.59326171875,
2020-01-16 06:00:00,1202.9623,1177.13916015625,
2020-01-16 07:00:00,1022.8163,1024.9,983.5927777777774
2020-01-16 08:00:00,1046.1334,1021.0,990.548888888889
2020-01-16 09:00:00,1062.699,1096.6,1046.2411111111112
